Common_Name,Genus,Species,ItemCoordX,ItemCoordY,origin
참느릅나무,Ulmus,parvifolia,36.02931022,126.7181814,12-L-00001
까마귀밥나무,Ribes,fasciculatum,36.02930895,126.718161,12-L-00002
까마귀밥나무,Ribes,fasciculatum,36.02931693,126.7181416,12-L-00003
까마귀밥나무,Ribes,fasciculatum,36.02933243,126.7181552,12-L-00004
까마귀밥나무,Ribes,fasciculatum,36.02933578,126.7181498,12-L-00005
까마귀밥나무,Ribes,fasciculatum,36.02933489,126.7181422,12-L-00006
까마귀밥나무,Ribes,fasciculatum,36.02932754,126.7181523,12-L-00007
동백나무,Camellia ,japonica,36.02940063,126.718111,12-L-00008
동백나무,Camellia ,japonica,36.02934626,126.7181178,12-L-00009
동백나무,Camellia ,japonica,36.02935272,126.7181302,12-L-00010
동백나무,Camellia ,japonica,36.0293573,126.718145,12-L-00011
동백나무,Camellia ,japonica,36.02940392,126.7181204,12-L-00012
동백나무,Camellia ,japonica,36.0293604,126.7181151,12-L-00013
동백나무,Camellia ,japonica,36.02941884,126.7180923,12-L-00014
동백나무,Camellia ,japonica,36.02943084,126.7181042,12-L-00015
동백나무,Camellia ,japonica,36.0294288,126.7181323,12-L-00016
동백나무,Camellia ,japonica,36.02944518,126.7181102,12-L-00017
아왜나무,Viburnum,odoratissimum,36.02941429,126.7181527,12-L-00019
아왜나무,Viburnum,odoratissimum,36.02942598,126.7181649,12-L-00020
아왜나무,Viburnum,odoratissimum,36.02943168,126.7181496,12-L-00021
동백나무,Camellia ,japonica,36.0294628,126.7181271,12-L-00022
동백나무,Camellia ,japonica,36.02948643,126.7180914,12-L-00023
동백나무,Camellia ,japonica,36.0295373,126.7181331,12-L-00024
동백나무,Camellia ,japonica,36.02949808,126.7181126,12-L-00025
동백나무,Camellia ,japonica,36.02950464,126.7180897,12-L-00026
동백나무,Camellia ,japonica,36.02952867,126.7180982,12-L-00028
동백나무,Camellia ,japonica,36.02954153,126.7180828,12-L-00029
동백나무,Camellia ,japonica,36.02958042,126.7180907,12-L-00030
동백나무,Camellia ,japonica,36.02958088,126.7181175,12-L-00031
동백나무,Camellia ,japonica,36.02959518,126.7180876,12-L-00032
종가시나무,Quercus,glauca,36.02960373,126.7181033,12-L-00033
동백나무,Camellia ,japonica,36.02960962,126.7181291,12-L-00034
붉가시나무,Quercus,acuta?,36.02962918,126.7180458,12-L-00035
동백나무,Camellia ,japonica,36.02962902,126.718112,12-L-00036
동백나무,Camellia ,japonica,36.02962497,126.7180907,12-L-00037
붉가시나무,Quercus,acuta?,36.0296279,126.7180866,12-L-00038
붉가시나무,Quercus,acuta?,36.02964132,126.7180584,12-L-00039
붉가시나무,Quercus,acuta?,36.02963698,126.7180499,12-L-00040
광나무,Ligustrum,japonicum,36.02960312,126.7180717,12-L-00042
광나무,Ligustrum,japonicum,36.02964327,126.7180822,12-L-00043
붉가시나무,Quercus,acuta?,36.02965147,126.7180444,12-L-00044
광나무,Ligustrum,japonicum,36.02965768,126.7180462,12-L-00045
붉가시나무,Quercus,acuta?,36.02964984,126.7180531,12-L-00046
붉가시나무,Quercus,acuta?,36.02965936,126.718057,12-L-00047
광나무,Ligustrum,japonicum,36.0296747,126.7180541,12-L-00048
광나무,Ligustrum,japonicum,36.02967643,126.71807,12-L-00049
붉가시나무,Quercus,acuta?,36.02966156,126.7180845,12-L-00050
동백나무,Camellia ,japonica,36.0296904,126.7180548,12-L-00052
동백나무,Camellia ,japonica,36.02968002,126.7180853,12-L-00053
광나무,Ligustrum,japonicum,36.02967351,126.7180941,12-L-00054
붉가시나무,Quercus,acuta?,36.02970918,126.7180337,12-L-00055
붉가시나무,Quercus,acuta?,36.02968711,126.7180919,12-L-00056
붉가시나무,Quercus,acuta?,36.02970585,126.7180975,12-L-00057
붉가시나무,Quercus,acuta?,36.0297193,126.7180532,12-L-00058
광나무,Ligustrum,japonicum,36.02970305,126.7180486,12-L-00059
광나무,Ligustrum,japonicum,36.02969115,126.7180379,12-L-00060
광나무,Ligustrum,japonicum,36.02972329,126.7180775,12-L-00061
붉가시나무,Quercus,acuta?,36.02969026,126.7180476,12-L-00062
동백나무,Camellia ,japonica,36.02967376,126.7180516,12-L-00063
광나무,Ligustrum,japonicum,36.02971838,126.7180965,12-L-00064
말오줌때,Euscaphis,japonica,36.02969688,126.7180842,12-L-00065
광나무,Ligustrum,japonicum,36.02969953,126.7180595,12-L-00066
가시나무,Quercus,myrsinifolia,36.02974445,126.7181005,12-L-00067
가시나무,Quercus,myrsinifolia,36.02974425,126.7180692,12-L-00068
붉가시나무,Quercus,acuta?,36.02972235,126.7180879,12-L-00069
붉가시나무,Quercus,acuta?,36.02973715,126.7180934,12-L-00071
붉가시나무,Quercus,acuta?,36.02976959,126.7180486,12-L-00072
붉가시나무,Quercus,acuta?,36.02976961,126.7180241,12-L-00073
때죽나무,Styrax,japonicus,36.02973779,126.7180295,12-L-00074
광나무,Ligustrum,japonicum,36.02975494,126.7180202,12-L-00075
동백나무,Camellia ,japonica,36.02975394,126.7180643,12-L-00077
팽나무,Celtis,sinensis,36.0297494,126.718046,12-L-00078
붉가시나무,Quercus,acuta?,36.02977561,126.7180813,12-L-00079
붉가시나무,Quercus,acuta?,36.02978801,126.7180803,12-L-00081
붉가시나무,Quercus,acuta?,36.02979966,126.7180741,12-L-00082
동백나무,Camellia ,japonica,36.02978904,126.7180502,12-L-00083
붉가시나무,Quercus,acuta?,36.02981041,126.7180424,12-L-00084
붉가시나무,Quercus,acuta?,36.02979371,126.7180384,12-L-00085
동백나무,Camellia ,japonica,36.02983247,126.7180681,12-L-00086
붉가시나무,Quercus,acuta?,36.02980355,126.7180943,12-L-00088
붉가시나무,Quercus,acuta?,36.02982576,126.718104,12-L-00089
동백나무,Camellia ,japonica,36.02982477,126.7180453,12-L-00090
말오줌때,Euscaphis,japonica,36.02980041,126.7180233,12-L-00091
붉가시나무,Quercus,acuta?,36.0298381,126.7181107,12-L-00093
붉가시나무,Quercus,acuta?,36.02985615,126.7180751,12-L-00094
붉가시나무,Quercus,acuta?,36.02984562,126.7180306,12-L-00095
붉가시나무,Quercus,acuta?,36.0298422,126.7180001,12-L-00096
동백나무,Camellia ,japonica,36.02981264,126.7180008,12-L-00097
붉가시나무,Quercus,acuta?,36.02987112,126.7179968,12-L-00099
붉가시나무,Quercus,acuta?,36.02986411,126.7180389,12-L-00100
동백나무,Camellia ,japonica,36.0298813,126.7180145,12-L-00102
붉가시나무,Quercus,acuta?,36.02988906,126.7180233,12-L-00103
붉가시나무,Quercus,acuta?,36.02986882,126.718011,12-L-00104
광나무,Ligustrum,japonicum,36.02987948,126.7180519,12-L-00105
붉가시나무,Quercus,acuta?,36.02989285,126.7180614,12-L-00106
붉가시나무,Quercus,acuta?,36.02989358,126.7180775,12-L-00107
광나무,Ligustrum,japonicum,36.02992893,126.7180995,12-L-00108
동백나무,Quercus,acuta?,36.0299237,126.7180856,12-L-00109
참느릅나무,Ulmus,parvifolia,36.02993748,126.7180574,12-L-00110
가시나무,Quercus,myrsinifolia,36.02994032,126.7181103,12-L-00111
붉가시나무,Quercus,acuta?,36.02992797,126.7179874,12-L-00112
붉가시나무,Quercus,acuta?,36.02993974,126.7179927,12-L-00113
광나무,Ligustrum,japonicum,36.02993269,126.7180019,12-L-00114
광나무,Ligustrum,japonicum,36.02992338,126.7179958,12-L-00115
붉가시나무,Quercus,acuta?,36.02993845,126.7180121,12-L-00116
광나무,Ligustrum,japonicum,36.0299604,126.7179829,12-L-00117
붉가시나무,Quercus,acuta?,36.02991378,126.7179966,12-L-00118
붉가시나무,Quercus,acuta?,36.02996595,126.7179951,12-L-00119
붉가시나무,Quercus,acuta?,36.0299604,126.7180267,12-L-00120
동백나무,Camellia ,japonica,36.02990765,126.7180269,12-L-00122
동백나무,Camellia ,japonica,36.02993009,126.7180258,12-L-00123
동백나무,Camellia ,japonica,36.0299092,126.7180272,12-L-00124
뜰보리수,Elaeagnus,multiflora,36.02989889,126.7179996,12-L-00126
붉가시나무,Quercus,acuta?,36.0299631,126.7180434,12-L-00127
붉가시나무,Quercus,acuta?,36.02996381,126.718068,12-L-00128
붉가시나무,Quercus,acuta?,36.02997025,126.7180657,12-L-00129
붉가시나무,Quercus,acuta?,36.02997438,126.7180763,12-L-00130
동백나무,Camellia ,japonica,36.02999191,126.7180942,12-L-00131
동백나무,Camellia ,japonica,36.03000078,126.7180839,12-L-00132
가시나무,Quercus,myrsinifolia,36.03000174,126.7180609,12-L-00133
뜰보리수,Elaeagnus,multiflora,36.02998937,126.7180091,12-L-00134
광나무,Ligustrum,japonicum,36.02999506,126.717992,12-L-00135
붉가시나무,Quercus,acuta?,36.02999542,126.7180114,12-L-00136
광나무,Ligustrum,japonicum,36.03001429,126.7180215,12-L-00137
광나무,Ligustrum,japonicum,36.03003182,126.7180913,12-L-00138
이나무,Idesia,polycarpa,36.02999112,126.718041,12-L-00140
아왜나무,Viburnum,odoratissimum,36.02998311,126.7180357,12-L-00141
아왜나무,Viburnum,odoratissimum,36.03004656,126.718067,12-L-00142
아왜나무,Viburnum,odoratissimum,36.03004006,126.718044,12-L-00144
종가시나무,Quercus,glauca,36.03004699,126.7180779,12-L-00145
가시나무,Quercus,myrsinifolia,36.02998918,126.7180242,12-L-00148
동백나무,Camellia ,japonica,36.02998216,126.7180157,12-L-00149
붉가시나무,Quercus,acuta?,36.03004584,126.718101,12-L-00150
광나무,Ligustrum,japonicum,36.03003907,126.7180981,12-L-00151
붉가시나무,Quercus,acuta?,36.03002966,126.7180986,12-L-00152
붉가시나무,Quercus,acuta?,36.03004582,126.7180318,12-L-00153
광나무,Ligustrum,japonicum,36.03002874,126.7180076,12-L-00154
광나무,Ligustrum,japonicum,36.0300578,126.7180671,12-L-00155
광나무,Ligustrum,japonicum,36.03003935,126.7180179,12-L-00156
광나무,Ligustrum,japonicum,36.0300203,126.717983,12-L-00157
붉가시나무,Quercus,acuta?,36.03006209,126.7180928,12-L-00158
광나무,Ligustrum,japonicum,36.03001867,126.7179727,12-L-00159
광나무,Ligustrum,japonicum,36.03000937,126.7179747,12-L-00160
동백나무,Camellia ,japonica,36.0300429,126.718049,12-L-00163
동백나무,Camellia ,japonica,36.03002303,126.7180205,12-L-00164
황칠나무,Dendropanax,trifidus,36.03002018,126.7180149,12-L-00165
동백나무,Camellia ,japonica,36.03001702,126.7180074,12-L-00166
동백나무,Camellia ,japonica,36.03006039,126.7180437,12-L-00168
붉가시나무,Quercus,acuta?,36.0300778,126.7180872,12-L-00169
황칠나무,Dendropanax,trifidus,36.03005058,126.7180026,12-L-00170
광나무,Ligustrum,japonicum,36.03009409,126.7179699,12-L-00171
광나무,Ligustrum,japonicum,36.03007737,126.7179705,12-L-00172
광나무,Ligustrum,japonicum,36.03004985,126.7179911,12-L-00173
붉가시나무,Quercus,acuta?,36.03010245,126.7179873,12-L-00174
붉가시나무,Quercus,acuta?,36.0301052,126.7179753,12-L-00175
붉가시나무,Quercus,acuta?,36.0300412,126.7179701,12-L-00176
붉가시나무,Quercus,acuta?,36.0300299,126.7179725,12-L-00177
붉가시나무,Quercus,acuta?,36.03004396,126.7179959,12-L-00178
산벚나무,Prunus,sargentii,36.03008003,126.7180273,12-L-00179
동백나무,Camellia ,japonica,36.03007437,126.7180463,12-L-00180
동백나무,Camellia ,japonica,36.03008505,126.7180697,12-L-00181
동백나무,Camellia ,japonica,36.03009037,126.7180463,12-L-00183
산딸나무,Cornus,kousa,36.03005519,126.7180171,12-L-00184
동백나무,Camellia ,japonica,36.03006241,126.7180225,12-L-00185
가시나무,Quercus,myrsinifolia,36.03005985,126.7180163,12-L-00186
동백나무,Camellia ,japonica,36.03005615,126.7180092,12-L-00187
동백나무,Camellia ,japonica,36.03005603,126.7179986,12-L-00188
붉가시나무,Quercus,acuta?,36.03014538,126.7180857,12-L-00189
붉가시나무,Quercus,acuta?,36.03012872,126.7180711,12-L-00190
붉가시나무,Quercus,acuta?,36.03008434,126.7179922,12-L-00191
붉가시나무,Quercus,acuta?,36.03008327,126.7180191,12-L-00193
졸참나무,Quercus,serrata,36.03010565,126.7180258,12-L-00194
붉가시나무,Quercus,acuta?,36.0301129,126.7180844,12-L-00196
광나무,Ligustrum,japonicum,36.03010421,126.7180789,12-L-00197
붉가시나무,Quercus,acuta?,36.03014235,126.7180741,12-L-00198
동백나무,Camellia ,japonica,36.03013379,126.7180571,12-L-00199
동백나무,Camellia ,japonica,36.03014794,126.7180707,12-L-00200
붉가시나무,Quercus,acuta?,36.03014653,126.7180496,12-L-00203
가시나무,Quercus,myrsinifolia,36.03013246,126.7180629,12-L-00204
동백나무,Camellia ,japonica,36.03012662,126.7180553,12-L-00205
동백나무,Camellia ,japonica,36.03011473,126.7180546,12-L-00206
동백나무,Camellia ,japonica,36.03011705,126.7180094,12-L-00208
동백나무,Camellia ,japonica,36.03012535,126.7179999,12-L-00209
붉가시나무,Quercus,acuta?,36.0301286,126.7179866,12-L-00210
가시나무,Quercus,myrsinifolia,36.03011859,126.7179637,12-L-00211
동백나무,Camellia ,japonica,36.03011765,126.71795,12-L-00214
광나무,Ligustrum,japonicum,36.0301274,126.7179658,12-L-00215
붉가시나무,Quercus,acuta?,36.03013367,126.7179584,12-L-00216
광나무,Ligustrum,japonicum,36.0301334,126.7179689,12-L-00217
붉가시나무,Quercus,acuta?,36.03014247,126.717969,12-L-00218
광나무,Ligustrum,japonicum,36.03013604,126.718007,12-L-00219
광나무,Ligustrum,japonicum,36.03013261,126.7179788,12-L-00220
붉가시나무,Quercus,acuta?,36.03013361,126.7180145,12-L-00221
산벚나무,Prunus,sargentii,36.03015265,126.7180033,12-L-00222
붉가시나무,Quercus,acuta?,36.03014952,126.7180221,12-L-00223
붉가시나무,Quercus,acuta?,36.03014332,126.7180269,12-L-00224
붉가시나무,Quercus,acuta?,36.03017027,126.7180755,12-L-00225
붉가시나무,Quercus,acuta?,36.03015914,126.7180281,12-L-00226
가시나무,Quercus,myrsinifolia,36.03016649,126.7180781,12-L-00227
동백나무,Camellia ,japonica,36.03017793,126.7180674,12-L-00228
종가시나무,Quercus,glauca,36.03019462,126.7180794,12-L-00229
아왜나무,Viburnum,odoratissimum,36.03023947,126.7181077,12-L-00231
아왜나무,Viburnum,odoratissimum,36.03020111,126.7180632,12-L-00233
동백나무,Camellia ,japonica,36.03016753,126.7181036,12-L-00234
동백나무,Camellia ,japonica,36.03020445,126.7180823,12-L-00235
동백나무,Camellia ,japonica,36.03020055,126.7180533,12-L-00236
동백나무,Camellia ,japonica,36.03018055,126.7179687,12-L-00237
뜰보리수,Elaeagnus,multiflora,36.03018874,126.7179826,12-L-00238
광나무,Ligustrum,japonicum,36.03019821,126.7179391,12-L-00239
붉가시나무,Quercus,acuta?,36.03022821,126.7179007,12-L-00240
붉가시나무,Quercus,acuta?,36.03022603,126.7179085,12-L-00241
붉가시나무,Quercus,acuta?,36.03021765,126.7179459,12-L-00242
동백나무,Camellia ,japonica,36.03022243,126.7179477,12-L-00243
동백나무,Camellia ,japonica,36.03022142,126.7179555,12-L-00244
붉가시나무,Quercus,acuta?,36.03021467,126.7179667,12-L-00246
동백나무,Camellia ,japonica,36.03028492,126.7181238,12-L-00247
가시나무,Quercus,myrsinifolia,36.03022992,126.7180675,12-L-00248
동백나무,Camellia ,japonica,36.03022363,126.7180405,12-L-00249
산벚나무,Prunus,sargentii,36.03021687,126.7180047,12-L-00250
붉가시나무,Quercus,acuta?,36.03021571,126.7179769,12-L-00254
종가시나무,Quercus,glauca,36.0302678,126.7179515,12-L-00256
동백나무,Camellia ,japonica,36.03027672,126.7179527,12-L-00258
말오줌때,Euscaphis,japonica,36.03028945,126.7179502,12-L-00260
동백나무,Camellia ,japonica,36.03027276,126.7179578,12-L-00261
말오줌때,Euscaphis,japonica,36.03028776,126.7179509,12-L-00263
동백나무,Camellia ,japonica,36.03030995,126.717933,12-L-00264
종가시나무,Quercus,glauca,36.03027988,126.7179253,12-L-00265
종가시나무,Quercus,glauca,36.0302904,126.7179453,12-L-00266
산벚나무,Prunus,sargentii,36.03029145,126.7179385,12-L-00267
산벚나무,Prunus,sargentii,36.03029736,126.7179469,12-L-00268
종가시나무,Quercus,glauca,36.03029768,126.7179583,12-L-00269
종가시나무,Quercus,glauca,36.03029693,126.7179788,12-L-00270
종가시나무,Quercus,glauca,36.03030846,126.7179835,12-L-00271
동백나무,Camellia ,japonica,36.03033516,126.7179429,12-L-00272
종가시나무,Quercus,glauca,36.03031891,126.7179896,12-L-00273
동백나무,Camellia ,japonica,36.03031999,126.717999,12-L-00275
뜰보리수,Elaeagnus,multiflora,36.03029622,126.7180255,12-L-00277
동백나무,Camellia ,japonica,36.03035695,126.717939,12-L-00278
동백나무,Camellia ,japonica,36.03029432,126.7180375,12-L-00281
종가시나무,Quercus,glauca,36.03034883,126.7178935,12-L-00282
동백나무,Camellia ,japonica,36.03027963,126.7180152,12-L-00283
동백나무,Camellia ,japonica,36.0303498,126.7178852,12-L-00284
동백나무,Camellia ,japonica,36.03027445,126.7180026,12-L-00285
동백나무,Camellia ,japonica,36.03032788,126.7179714,12-L-00286
졸참나무,Quercus,serrata,36.03031719,126.7179264,12-L-00287
동백나무,Camellia ,japonica,36.03032073,126.7179013,12-L-00288
산벚나무,Prunus,sargentii,36.03033028,126.7178926,12-L-00289
종가시나무,Quercus,glauca,36.03026973,126.7179902,12-L-00290
동백나무,Camellia ,japonica,36.03033465,126.7180358,12-L-00291
붉나무,Rhus,javanica,36.0303801,126.7180617,12-L-00292
종가시나무,Quercus,glauca,36.03032963,126.7180329,12-L-00295
종가시나무,Quercus,glauca,36.03032008,126.7180403,12-L-00296
동백나무,Camellia ,japonica,36.03032409,126.7180261,12-L-00301
동백나무,Camellia ,japonica,36.03032146,126.7180952,12-L-00304
동백나무,Camellia ,japonica,36.03032285,126.7180837,12-L-00307
광나무,Ligustrum,japonicum,36.03025525,126.7180283,12-L-00308
뜰보리수,Elaeagnus,multiflora,36.03025292,126.7180137,12-L-00309
광나무,Ligustrum,japonicum,36.03032558,126.7180552,12-L-00310
동백나무,Camellia ,japonica,36.03031733,126.7180802,12-L-00313
종가시나무,Quercus,glauca,36.03030672,126.7181174,12-L-00316
동백나무,Camellia ,japonica,36.03029263,126.7180496,12-L-00317
이태리포풀라,Populus,euramericana,36.03027166,126.717894,12-L-00318
동백나무,Camellia ,japonica,36.03028263,126.7180725,12-L-00319
동백나무,Camellia ,japonica,36.03029818,126.718065,12-L-00320
동백나무,Camellia ,japonica,36.03028154,126.7179052,12-L-00321
종가시나무,Quercus,glauca,36.03029228,126.7180802,12-L-00322
동백나무,Camellia ,japonica,36.03027221,126.717914,12-L-00323
붉가시나무,Quercus,acuta?,36.03027015,126.7180829,12-L-00325
동백나무,Camellia ,japonica,36.03028185,126.7181062,12-L-00326
동백나무,Camellia ,japonica,36.03016989,126.7179871,12-L-00327
동백나무,Camellia ,japonica,36.03025614,126.7180557,12-L-00328
동백나무,Camellia ,japonica,36.03025626,126.7180368,12-L-00329
가시나무,Quercus,myrsinifolia,36.03020995,126.7180423,12-L-00330
붉가시나무,Quercus,acuta?,36.03017628,126.7180084,12-L-00331
가시나무,Quercus,myrsinifolia,36.03018691,126.7180317,12-L-00332
동백나무,Camellia ,japonica,36.0302118,126.7180021,12-L-00333
아왜나무,Viburnum,odoratissimum,36.03020767,126.7180768,12-L-00335
종가시나무,Quercus,glauca,36.03036164,126.7180112,12-L-00337
동백나무,Camellia ,japonica,36.03022701,126.7181129,12-L-00338
동백나무,Camellia ,japonica,36.03015764,126.7179901,12-L-00339
말오줌때,Euscaphis,japonica,36.03016364,126.7179857,12-L-00340
종가시나무,Quercus,glauca,36.0303465,126.71801,12-L-00341
광나무,Ligustrum,japonicum,36.03020594,126.7180957,12-L-00342
동백나무,Camellia ,japonica,36.03016575,126.7179549,12-L-00343
동백나무,Camellia ,japonica,36.03035492,126.7179627,12-L-00344
졸참나무,Quercus,serrata,36.03033909,126.7179715,12-L-00345
동백나무,Camellia ,japonica,36.03034276,126.7179703,12-L-00346
동백나무,Camellia ,japonica,36.03035554,126.7179992,12-L-00347
말오줌때,Euscaphis,japonica,36.03033846,126.7179375,12-L-00352
종가시나무,Quercus,glauca,36.03033487,126.7180513,12-L-00353
종가시나무,Quercus,glauca,36.03034846,126.7180478,12-L-00354
동백나무,Camellia ,japonica,36.0303444,126.7180382,12-L-00356
동백나무,Camellia ,japonica,36.03034885,126.7179054,12-L-00357
종가시나무,Quercus,glauca,36.03042293,126.7178789,12-L-00361
동백나무,Camellia ,japonica,36.03034907,126.7180652,12-L-00362
동백나무,Camellia ,japonica,36.03034041,126.7180624,12-L-00363
뜰보리수,Elaeagnus,multiflora,36.03038456,126.71803,12-L-00371
동백나무,Camellia ,japonica,36.03038502,126.71795,12-L-00372
동백나무,Camellia ,japonica,36.03040578,126.7180279,12-L-00374
붉가시나무,Quercus,acuta?,36.0303938,126.7180649,12-L-00375
동백나무,Camellia ,japonica,36.03038041,126.7180126,12-L-00376
광나무,Ligustrum,japonicum,36.03040673,126.7180334,12-L-00377
말오줌때,Euscaphis,japonica,36.03040303,126.7180612,12-L-00378
동백나무,Camellia ,japonica,36.0303953,126.7180274,12-L-00379
동백나무,Camellia ,japonica,36.03039944,126.7179996,12-L-00383
광나무,Ligustrum,japonicum,36.03040329,126.7180211,12-L-00385
동백나무,Camellia ,japonica,36.03040768,126.7179739,12-L-00386
동백나무,Camellia ,japonica,36.03044865,126.7180207,12-L-00391
광나무,Ligustrum,japonicum,36.03047578,126.7180218,12-L-00393
종가시나무,Quercus,glauca,36.03046812,126.7179694,12-L-00395
동백나무,Camellia ,japonica,36.03047399,126.7179893,12-L-00396
졸참나무,Quercus,serrata,36.03046588,126.7179881,12-L-00397
동백나무,Camellia ,japonica,36.03045754,126.7180019,12-L-00398
동백나무,Camellia ,japonica,36.03045606,126.7179672,12-L-00399
동백나무,Camellia ,japonica,36.03045549,126.7179522,12-L-00400
동백나무,Camellia ,japonica,36.03045588,126.7178993,12-L-00401
종가시나무,Quercus,glauca,36.03052947,126.7179908,12-L-00402
종가시나무,Quercus,glauca,36.03051134,126.7180112,12-L-00403
동백나무,Camellia ,japonica,36.03053986,126.7180035,12-L-00404
광나무,Ligustrum,japonicum,36.03053822,126.7179629,12-L-00405
말오줌때,Euscaphis,japonica,36.03042849,126.7178692,12-L-00406
종가시나무,Quercus,glauca,36.03043796,126.7178814,12-L-00407
뜰보리수,Elaeagnus,multiflora,36.03038262,126.7179143,12-L-00408
종가시나무,Quercus,glauca,36.03045721,126.7178614,12-L-00409
동백나무,Camellia ,japonica,36.03045704,126.7178847,12-L-00410
산돌배나무,Pyrus,?ussuriensis?,36.03046678,126.7178914,12-L-00411
동백나무,Camellia ,japonica,36.03038347,126.7179218,12-L-00412
말오줌때,Euscaphis,japonica,36.03044423,126.718046,12-L-00413
동백나무,Camellia ,japonica,36.0303733,126.7178775,12-L-00414
동백나무,Camellia ,japonica,36.03047956,126.7178737,12-L-00415
동백나무,Camellia ,japonica,36.03046825,126.7179152,12-L-00416
말오줌때,Euscaphis,japonica,36.03045666,126.7180416,12-L-00417
동백나무,Camellia ,japonica,36.03045181,126.7180451,12-L-00418
종가시나무,Quercus,glauca,36.03039228,126.7178793,12-L-00419
동백나무,Camellia ,japonica,36.03048792,126.7180159,12-L-00420
음나무,Kalopanax,septemlobus,36.03048359,126.7179031,12-L-00421
종가시나무,Quercus,glauca,36.0304148,126.7178943,12-L-00422
종가시나무,Quercus,glauca,36.03041164,126.7178782,12-L-00423
동백나무,Camellia ,japonica,36.03044387,126.7180593,12-L-00424
졸참나무,Quercus,serrata,36.03041824,126.717901,12-L-00425
동백나무,Camellia ,japonica,36.03042413,126.7179056,12-L-00426
동백나무,Camellia ,japonica,36.03040852,126.717912,12-L-00427
말오줌때,Euscaphis,japonica,36.03050378,126.7179836,12-L-00428
동백나무,Camellia ,japonica,36.03042278,126.7180186,12-L-00429
동백나무,Camellia ,japonica,36.03041218,126.7180366,12-L-00430
졸참나무,Quercus,serrata,36.03042251,126.7179847,12-L-00431
동백나무,Camellia ,japonica,36.03050928,126.718029,12-L-00432
산돌배나무,Pyrus,?ussuriensis?,36.0304896,126.7180309,12-L-00433
동백나무,Camellia ,japonica,36.03055089,126.7180359,12-L-00434
동백나무,Camellia ,japonica,36.03054545,126.7180163,12-L-00435
동백나무,Camellia ,japonica,36.03052834,126.7180248,12-L-00436
동백나무,Camellia ,japonica,36.0304197,126.7179558,12-L-00437
보리수나무,Elaeagnus,umbellata?,36.03040361,126.7179185,12-L-00438
동백나무,Camellia ,japonica,36.03041028,126.7179454,12-L-00439
동백나무,Camellia ,japonica,36.03052161,126.718055,12-L-00440
종가시나무,Quercus,glauca,36.03051774,126.7179687,12-L-00441
동백나무,Camellia ,japonica,36.03042273,126.7179489,12-L-00443
동백나무,Camellia ,japonica,36.03049074,126.7179612,12-L-00444
동백나무,Camellia ,japonica,36.03042704,126.7179385,12-L-00445
동백나무,Camellia ,japonica,36.030523,126.7179687,12-L-00446
광나무,Ligustrum,japonicum,36.03052686,126.7180224,12-L-00447
동백나무,Camellia ,japonica,36.03055225,126.7180143,12-L-00448
동백나무,Camellia ,japonica,36.03051277,126.7180118,12-L-00449
동백나무,Camellia ,japonica,36.03052631,126.7179977,12-L-00450
가시나무,Quercus,myrsinifolia,36.03053341,126.7179743,12-L-00451
동백나무,Camellia ,japonica,36.0305313,126.7179713,12-L-00452
종가시나무,Quercus,glauca,36.03053385,126.7179601,12-L-00453
동백나무,Camellia ,japonica,36.03053043,126.7179477,12-L-00454
종가시나무,Quercus,glauca,36.03050574,126.7179539,12-L-00455
동백나무,Camellia ,japonica,36.03049871,126.7179506,12-L-00456
종가시나무,Quercus,glauca,36.03051086,126.7179416,12-L-00457
붉가시나무,Quercus,acuta?,36.03050301,126.7179206,12-L-00458
동백나무,Camellia ,japonica,36.0305094,126.7179061,12-L-00459
동백나무,Camellia ,japonica,36.03050242,126.7178778,12-L-00460
동백나무,Camellia ,japonica,36.0305077,126.7178725,12-L-00461
종가시나무,Quercus,glauca,36.0304987,126.7178592,12-L-00462
동백나무,Camellia ,japonica,36.03050692,126.717873,12-L-00463
붉나무,Rhus,?javanica,36.03051406,126.7178875,12-L-00464
종가시나무,Quercus,glauca,36.03051866,126.7178865,12-L-00465
동백나무,Camellia ,japonica,36.03051594,126.7178802,12-L-00466
동백나무,Camellia ,japonica,36.03051672,126.7178933,12-L-00467
붉나무,Rhus,?javanica,36.03052445,126.7179098,12-L-00468
붉나무,Rhus,?javanica,36.03054435,126.7179432,12-L-00469
뜰보리수,Elaeagnus,multiflora,36.03053984,126.7179257,12-L-00471
동백나무,Camellia ,japonica,36.03053983,126.7179503,12-L-00473
동백나무,Camellia ,japonica,36.03054981,126.7179584,12-L-00474
가시나무,Quercus,myrsinifolia,36.03055605,126.7179763,12-L-00475
말오줌때,Euscaphis,japonica,36.03057398,126.7179938,12-L-00476
붉가시나무,Quercus,acuta?,36.03057573,126.7180046,12-L-00477
동백나무,Camellia ,japonica,36.03057215,126.7180309,12-L-00478
광나무,Ligustrum,japonicum,36.03058421,126.7180246,12-L-00479
광나무,Ligustrum,japonicum,36.03061096,126.7180273,12-L-00480
광나무,Ligustrum,japonicum,36.03059223,126.7180283,12-L-00481
동백나무,Camellia ,japonica,36.03058673,126.7180029,12-L-00482
붉가시나무,Quercus,acuta?,36.03057423,126.7179737,12-L-00483
동백나무,Camellia ,japonica,36.03056874,126.7179622,12-L-00484
졸참나무,Quercus,serrata,36.03056942,126.7179502,12-L-00485
졸참나무,Quercus,serrata,36.03057194,126.7179461,12-L-00486
보리수나무,Elaeagnus,umbellata?,36.03056077,126.7179408,12-L-00487
